id,symbol,last_price,best_bid,best_ask,spread,spread_percent,volume,timestamp
489,SOLIRT,14189361.0,14183477.0,14234566.0,51089.0,0.3602008167672849,0.0,1785496944
490,XRPIRT,207246.0,207247.0,207890.0,643.0,0.3102578083156813,0.0,1785496944
491,DOGEIRT,13452.0,13400.0,13463.0,63.0,0.4701492537313433,0.0,1785496944
492,BTCIRT,12348336052.0,12348336052.0,12350984548.0,2648496.0,0.02144820151352324,0.0,1785496951
493,ETHIRT,365011167.0,364233147.0,365011167.0,778020.0,0.21360494134269442,0.0,1785496951
494,BNBIRT,114097494.0,114212939.0,114837734.0,624795.0,0.5470439737129958,0.0,1785496951
495,SOLIRT,14189361.0,14183477.0,14234566.0,51089.0,0.3602008167672849,0.0,1785496951
496,XRPIRT,207246.0,207247.0,207890.0,643.0,0.3102578083156813,0.0,1785496951
497,DOGEIRT,13452.0,13400.0,13463.0,63.0,0.4701492537313433,0.0,1785496951
498,BTCIRT,12348336052.0,12348336052.0,12350984548.0,2648496.0,0.02144820151352324,0.0,1785496958
499,ETHIRT,365011167.0,364233147.0,365011167.0,778020.0,0.21360494134269442,0.0,1785496958
500,BNBIRT,114097494.0,114212939.0,114837734.0,624795.0,0.5470439737129958,0.0,1785496958
501,SOLIRT,14189361.0,14183477.0,14234566.0,51089.0,0.3602008167672849,0.0,1785496958
502,XRPIRT,207246.0,207247.0,207890.0,643.0,0.3102578083156813,0.0,1785496958
503,DOGEIRT,13452.0,13400.0,13463.0,63.0,0.4701492537313433,0.0,1785496958
504,BTCIRT,12348336052.0,12348336052.0,12350984548.0,2648496.0,0.02144820151352324,0.0,1785496966
505,ETHIRT,365011167.0,364233147.0,365011167.0,778020.0,0.21360494134269442,0.0,1785496966
506,BNBIRT,114097494.0,114212939.0,114837734.0,624795.0,0.5470439737129958,0.0,1785496966
507,SOLIRT,14189361.0,14183477.0,14234566.0,51089.0,0.3602008167672849,0.0,1785496966
508,XRPIRT,207246.0,207247.0,207890.0,643.0,0.3102578083156813,0.0,1785496966
509,DOGEIRT,13452.0,13400.0,13463.0,63.0,0.4701492537313433,0.0,1785496966
510,BTCIRT,12348336053.0,12348336052.0,12350984548.0,2648496.0,0.02144820151352324,0.0,1785496973
511,ETHIRT,365011167.0,364233147.0,365011167.0,778020.0,0.21360494134269442,0.0,1785496973
512,BNBIRT,114097494.0,114212939.0,114837734.0,624795.0,0.5470439737129958,0.0,1785496973
513,SOLIRT,14189361.0,14183477.0,14234566.0,51089.0,0.3602008167672849,0.0,1785496973
514,XRPIRT,207246.0,207247.0,207890.0,643.0,0.3102578083156813,0.0,1785496973
515,DOGEIRT,13452.0,13400.0,13463.0,63.0,0.4701492537313433,0.0,1785496973
516,BTCIRT,12348336053.0,12348336052.0,12350984548.0,2648496.0,0.02144820151352324,0.0,1785496980
517,ETHIRT,365011167.0,364233147.0,365011167.0,778020.0,0.21360494134269442,0.0,1785496980
518,BNBIRT,114097494.0,114212939.0,114837734.0,624795.0,0.5470439737129958,0.0,1785496980
519,SOLIRT,14189361.0,14183477.0,14234566.0,51089.0,0.3602008167672849,0.0,1785496980
520,XRPIRT,207246.0,207247.0,207890.0,643.0,0.3102578083156813,0.0,1785496980
521,DOGEIRT,13452.0,13400.0,13463.0,63.0,0.4701492537313433,0.0,1785496980
522,BTCIRT,12348336053.0,12348336052.0,12350984548.0,2648496.0,0.02144820151352324,0.0,1785496988
